Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Muaná,46.0,47.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Oeiras do Pará,35.0,33.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Ponta de Pedras,52.0,47.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Portel,34.0,31.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Salvaterra,44.0,4.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Santa Cruz do Arari,49.0,43.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
São Sebastião da Boa Vista,5.0,45.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Soure,44.0,4.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Fonte: MEC - INEP,,,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Elaboração: FAPESPA,,,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
